id,sentiment,text
335730,0,@OUBad he's four he woke back up and wont go back to bed this is the second night he's done this to me 
1021427,4,Enjoying my cinnamon frappe 
90435,0,last day in newport until summer. 
361991,0,i wonder why the follow count is going DOWN? i will never get to follow anyone until i dont have this limit.#ff  
682842,0,@Rbluey777 Life is good. I miss everyone and I wish I could see Abby right now! I don't have any trips scheduled to come home though 
417797,0,@Sleeperkid i would if my stupid school didn't BLOCK your website 
584875,0,@akaTK Missed you at this morning's webinar 
480289,0,back in germany...hello rain 
725894,0,Its always nice to sleep in your own bed while intoxicated. Great night tonight. I definitely do not want to go to work in the morning. 
426493,0,"get well soom mom, love you "
219634,0,"I finally cave and buy the mlb at bats app, and the lag on the audio is unlistenable "
615586,0,Im never going to get it done in time. Probably going to be an all nighter  Oh and #peterfacinelli
1459757,4,@MemeR @lisardggY LOL... that's funny 
1160189,4,Tired today..but achievement..sort of 
1442925,4,"@ElizabethAnn82 is my Ellie (if you dont get it, go see UP)  Love you!"
196624,0,@BlackPlastic I'm not afraid 
408997,0,wants to stay on the comp but mom keeps telling me to get off... 
1300728,4,"@Margelit It wouldn't surprise me if Saw You At Sinai is on here. I know a few people who met that way, actually "
1389352,4,@jentaranto we will be at sunset show too! Stop by the Oregon booth 
1239956,4,hiking through the hollywood hills with one of my besties  hahahaha now listen i havent hiked in like a year so wish me luck
209809,0,So bored! Watching movies isn't fun either. 
441695,0,@blakedan Aww...that is so sad  I hope you are able to save them somehow!
285789,0,"@iainlee Yeah 3 was on last night, why are they confusing us by showing them backwards "
1360502,4,@ Town Pump having a few Coronas before heading to the #detroittigers game! So happy it's Friday. 
578407,0,@Damnityell no fair. I'm at work and won't get to download it until after 5 
119114,0,No frisbee golf for me today 
393640,0,Good morning tweetys! Its another gloomy day in LA  off to work at the boutique
536249,0,@lilyxsprngbreak its still not working 
675971,0,outside with B and the neighbors. why won't you text me? 
561712,0,I'm so cold 
259437,0,So much to do-the list never seems to end.......GAH!!! 
159079,0,"I've learned today, that procrastination...SUCKS!  i hate history."
721585,0,@NBec not enough bedding. 
604623,0,@heyyydrea aww no   chubby Ringos for the win though!
483057,0,"actually, Nettie say no because they probably clash with 100000 bands I wanna see "
1500550,4,@rosatifanda Am okay Chao..  masih dirumah baru mau mandi and ke kantor..  need to talk to U.. MSN later on would be gud..
556296,0,When my internet renewed i was elated because i thought it was going to be fast. 
1387130,4,"@hollowlegs Have a great trip, hope weather gets better fast! "
65492,0,@covertjew *cry cry cry cry* I just got you back and now you go away on me....  *weep cry sob*
1121420,4,Diversity were awesome 
1297885,4,"@WouterHamel wow!! you come to KOREA again,,!Aug..!! right?  i'm waiting for you and your members,,!!  i'm expected your korea tourâ¡"
466761,0,@BethDanielle Best song in a movie ever!!! I'm glad you see the awsomeness of Bennie and the Jets! And I'm sorry... 
1409021,4,wall e was awesome 
1252936,4,is with an agency! 
1029857,4,@chevale but u must rest too k?  hey think on the bright side. house chores = exercise. hehe. yeap im watching channel E. u? 
823196,4,Went to see &quot;The Greater Tuna&quot; tonight... save your $50...  it's better spent at the casino  
599215,0,my body hurts and my head hurts... 
776079,0,@HannahMcClellan they just planned something right before I go back to school without realizing it..so we can't go then 
1097383,4,@martello26 I'll follow when i get home. 
99837,0,has got lots of tricksy revision things to go through for english exam tmrw 
1552950,4,Ah drinking a beer in the sunshine. Its so hard being unemployed 
352125,0,is eating humle pie.. 
637035,0,17 hours without nicotine 
803542,4,"day off school tomorrow, so happy. I wont have to run 4km.  "
153686,0,Really looking forward to the start of the WSOP tomorrow and the barrage of tweets every day even though I wont be there 
93738,0,at work going to practice the song &quot;If all the raindrops&quot; with my kids for the gazillionith time starting to hear it in my sleep 
302124,0,@Swizletek awww sorry - there was no way we could get to every single room 
479850,0,@Ask_About_Brie it sucks cuz im in md but i still have like n hr to go 
715893,0,@glamourdolleyes i would look into doing something like that. I have heard you complain numerous time  sort of like a Terms of Service lol
534005,0,"On my way to the dentist, i will be speechless for the next 5 hours! It was not fun last time! "
1052413,4,Time for another long drive back home. See you all in a bit 
1245904,4,"@PRPeta Your fans will miss out at CW but it will be very nice to see you on tother side in 2010, watch out for congratulatory mail "
982811,4,@RiskOne awww thanks for thinking of me when u play stanky legg!!! haha luv it! LOL 
750777,0,goodbyes today    soo hard!
1220470,4,@gnutel0 just trying to get in as much as i can b4 i burn out on spymaster - no hard feelings 
905242,4,@lauraduhaime Hello How are you 
827226,4,sharonhayes @tanyanoel @purelybynature Let's see if the doc can help &amp; tweeps are reading. Let's help Sharon Tweeps! xoxo Lori 
1575708,4,http://twitpic.com/7j299 - lee min ho and park shin hye. 
1422312,4,@Wetravelinstyle is feeding me http://www.fave.com.sg/images/muesli.jpg yum 
526634,0,i have spent far too much money today and now feeling quite sick about it 
52496,0,if cupids got a gun...hes shooting 
1341188,4,"@paranormalcolo  Well, hope it's a good one "
1272322,4,Just got back from the gym . ..  . 2 hours well spent 
724643,0,@shosho1 I know.. but that place is just so dirty and gross and i don't think i can enjoy myself there  We'll see...
704535,0,@huyantinh oh...  loolz. now i cant threaten u.
137196,0,I need a long sleep due to lack of sleeping. Urghh i wish i didnt have to work 
1195227,4,@steffects yaaaa ellowww   xxxxxx
306492,0,Totally just got sidetracked by Facebook. Now I am going to be up really late again. 
15165,0,"@scott_mills Gutted! I worked for the fringe last year, won't be back this year "
344904,0,"Ughhh, Super sicklike  Finally got some sleep aids and sianades on board...lets try this again, gnight!"
1273001,4,"Older son's birthday where did that 15 years go, having champagne to celebrate he is such a cool kid "
287229,0,"wow .. just heard about the Air France flight. so upsetting. i hope they can at least find it for, you know, a sort of closure. bummer. "
23959,0,wish I was in Houston for the @Houston_Dynamo game instead of here for work 
358551,0,is feeling a bit down 
1385087,4,oh smooth day please 
1000880,4,@michaelgrainger 
1158612,4,"@pimpl Yep, i really do read you when you're writing in english "
1389865,4,"okay, I'm off now, it's one three hill now! "
1457127,4,"@liveasyoulove :'( no but i LOVE them, there SO AWESOME thats y it was is my vid of the week "
280709,0,Brilliant! i miss my SLR  http://bit.ly/18zrgR
36943,0,Watching the #bostonmarathon live feed at universalsports.com.  Found out that Firefox wants nothing to do with the live feed  IE ok.
715554,0,I miss @Jessidanger it's been awhile since I've seen her. Come homeee 
800757,4,SHAZZAM - Vivvid is 78!  Go Wemb 
911985,4,@vanessavaldeezy i'll go to the movies with you 
1582143,4,i want season tickets to the dodgers &amp; padres games! 
1511058,4,"@Butterose You are right, that might help  It all turned out wellish enough, our little thief who lost his head was replaced by a tall one"
896122,4,Watching the sixth sense for the first time. Heh. 
229076,0,@Elise2544 Well I heard Rob&amp;Ashley flew in with her but I missed them 
468184,0,@geekyouup darn meant to dm that 
1550119,4,@tia_luvsday26 omg yu def shulda done it fool ahaha. next time yo 
737785,0,"Boyfriend brought me breakfast, but now I have to study "
700794,0,"I hate my reflection,zombie.i keep skipping my bed time after Navigasi labs.oh my biologic time "
1134975,4,Having a fam dinner at my cottage 
998863,4,@russmarshalek @jlweiss hey now. those are from @Pocket_Books. Be nice to us. 
796934,0,"@supermac18 umm, i met you at the Demi Lovato concert! I'm not in that picture of your fans. "
1291475,4,@V_O_D How could you? He got less than a 1 and deserved it 
1547649,4,"watching the funniest youtube videos i have ever seen in my life, i do love my shitty "
335671,0,@joek949 you are good! Sunshine  where are you? Overcast and quite chilly here in brum!
717642,0,recitals over  but britta's not leaving us !!
1068098,4,"I had the most amazing dinner tonight  apart from @BarryDylan 's little car accident, today was great."
1123856,4,recalling childhood memories 
129776,0,i only have 7 followers! how sad! 
1371066,4,@veganrunningmom thank you for the FF. i just hope they turn away when i talk meat talk.  seriously. ty
12426,0,"I have to lay grass today, that sucks. Wish I could have went to A-day. "
456486,0,"@bobbycampo I wanna see the new FD but I'll end up being scared of something....airplanes, freeways, rollercoasters etc... "
1305186,4,"@drbuk the ps3 is awesome, you won't be disappointed mate  besides... Blu-ray movies ;-)"
661122,0,"@danger534 hey,why r u sad? "
255229,0,@Reintjecat aaaahw poor you!! 
463465,0,poor @mileycyrus seems so heartbroken! 
619568,0,Spending an early fathers day at coco key water park... We are all feeling the emptiness of not having Army here. He would have loved it 
510066,0,"@Lorax1515 thanks, now I can subscribe to your channel...and watch it get banned again "
1331344,4,"@Lates No not pigeon sausages today!! Just abit about me really, just published it "
1041631,4,@lexia Hello world too 
744810,0,is going back 
100027,0,i hate serious conversations 
1153699,4,"@archinonymous 7beeb, lol@ acting like your working, I CAN DO TAT "
48778,0,"long weekend.....huh, no parties, no booze, no dinners, no outings..its just another week going to end "
164813,0,@principalspage Grrr. We don't finish until July 3rd. 
208393,0,shares http://tinyurl.com/nhp5ug wish ko lang hindi mahal ang keso dito sa pilipinas waaahhh  http://plurk.com/p/x9hn4
592171,0,"@Pink Wait til 4pm or thereabouts, you'll be eating those words. It's shitful!! "
1031443,4,All done with hw..super sleepy..night booski 
1375173,4,@omarrahoman Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
978971,4,"@iantalbot I guess you're right about not reading newspaper. It is depressing, but since I'm Swiss I look at them in a very neutral way "
260337,0,sooooo effing irritated 
6405,0,@bronwen I take it your current ex would not have passed the test 
94664,0,"my advice for the day: don't share IV's with others. Damn drug users don't just mess up their own lives, they mess up the whole family's. "
1364367,4,@Jargan Happy  Birthday from a total stranger that follows your Tweets. Hope you celebrate all weekend. 
556370,0,"Getting ready to go home, and maybe do some laundry.  I hate laundry."
219971,0,"@mrrogers23 GROUNDED! oh no thats shitty, I THINK the last time i got grounded was when i was like 14  shit im old! whatd u do"
1586539,4,I think I had OTD... Obsessive Twitter Disorder! 
1598320,4,==&gt; &quot;He that waits upon fortune is never sure of dinner.&quot; - Benjamin Franklin http://bit.ly/9VnJG 15k what is for dinner tonight? 
1012878,4,@deacit yvw baby 
775852,0,@seancallanan to tell you the truth no because I do not have my sub contractors licence which I have to goto school for 
100246,0,Getting ready for breakfast; leaving Quebec today 
752958,0,"@tidal_wave Oh, I keep getting that problem too.  I want these people to FOAD but they're still there "
965680,4,@ninpolite Don't worry - you totally won't!  
836902,4,Gulping down my mint tea and swooooshing out for the afternoon. Bringing my notebook &amp; camera. To be continued... 
1405643,4,@EmmaJaneR sounds like a lovely prospect! 
258272,0,@Impala_Guy Yeah this is really annoying  - will send u mine also next time 
429710,0,mama robin was not fiesty enough....her nest is empty 
839793,4,@korkykathman same here just chillin 
763281,0,"@Lizabeth211 haha yes, I though so too, but I failed yesterday  ooops"
176243,0,Man my daddy left to work again  I never see him a lot I miss my daddy :' (
318368,0,@jaslovesmusic  whoa you need to call me! need to talk about saturday..cant reach you 
270840,0,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail???I want to write with you but I cant 
1265399,4,Ed from The Bachelorette is Ggggorgeous.can I have him pretty please 
975230,4,@issen - my earthquake tweet doesn't count because I tweeted about NOT talking about earthquakes. @RayRayClothing is blameless too.  
969944,4,@shark008 i want a postcard from every destination and something narutoish from Nippon 
1137262,4,That is seriously a let down... I guess it would've been too perfect for her to win it all after all the press 
943522,4,"Gettin ready to go to Utah, leavin very soon "
460635,0,"@cepth yeah, whatever bro "
409643,0,"Just spent an hour in the shops, and bought one shirt "
1565851,4,Leavin the studio About 2 get 2 da house 2 get on that 360 so I can beat @LTLline... Lol o n thx @djksly ima look into all of that! 
1452193,4,Â£200 target RAISED!! http://www.raceforlifesponsorme.org/mariavallahis Just in time!! Going to race now! Wish me luck 
547733,0,hurt my leg at the G-Y-M  BOO HOO
780550,0,Guess whose gonna be working from home again tonight... 
108469,0,I think girls are sometimes the most cruel people alive. It's sad that my best guy friend is being hurt like this 
1256137,4,Watching wolverine cartoon with my brother..sweeet! 
1422125,4,"@twitlive, First I'd like to say what an awesome show, secondly what is the name of the clock behind you in your office? Need to get one. "
828946,4,Morning! Was in quaint cinema last night. The national anthem was played before the film started! Cool as! 
681549,0,Just went to the store for soda. BAD mistake. Saw a sixty year old man with daisy dukes and everything. Total flaming fag. My eyes   
1067089,4,In the grove just saw an Americas next top model. Can't remember her name for the life of me. Oh well 
984190,4,"@ParamountPics really enjoyed ST at IMAX, but why do so many TV directors shoot MCU/CU?!  More wide shots of fantastic INT sets needed "
1051263,4,@blueparrot2 they are indeed and not cooking its too hot think takeaway is in order 
1504876,4,I LOVE SONNY WITH A CHANCE! 
987835,4,i always look forward to #musicmonday! this is great..  im all giddy again. happy monday everyone! 
1038819,4,@dancedani27  hahaha I bet you are don't be modest ;P
798121,0,thinking about lunch.....yeah.. THINKING 
1415288,4,I just finished Miles To Go by @mileycyrus in less than a day!  Now I don't know what do now because I'm really bored...
509308,0,Dammittttttttt. Only when I have my phone it doesn't ring but when I put it down I miss important calls. Fml 
327451,0,@PluginID Outlook not so good 
715497,0,#dontyouhate it when you let the top down and the fukn sun goes away 
1048400,4,#must_follow @java4two because she's a great friend that see's the good in everyone 
1321368,4,"@Miss_Wong hahahaha whatup girlfriend? Yeah monday was good suprisingly, a lot of women! They must have known I was comin.. LMAO!!! "
1420439,4,"Maybe it's just me, but i find JEREM ROGERS pathetic. Fucking hypocrate  smokin weed, eating shrooms, and then preaching to the world..."
339495,0,@HepityHop where are you? gone to bed ? demn computer! oh that was a very poor conversation!  i should talk to dad!
473257,0,Say to me  &quot;Everything's gonna be alright&quot;....I am nervous 
1555413,4,@BrokerSaunders Wonderful news...I know that seller is thrilled...a one week cash Escrow is the Best Real Estate Transaction 
705571,0,Moulin Rouge is the besttt! Nicole Kidman's voice is amazing! So is Ewan MacGregor's! The ending is so sad though! 
345312,0,EWWW TRAFFIC IS TAKING AWAY FROM MY BODY GET RIGHT MOVEMENT 
1564503,4,@mitchelmusso can u tell me wwen u come by Orlando thatwould be great 
1282225,4,@TheEngTeacher I like my version ;) but thanks for setting me straight 
1235247,4,@alexroots yeahh i am not sitting in it anymore lol.......i was thinking you should do a mcfly acoustic cover  that would be good ! Xx
420989,0,"I need to sleep, but I can't. "
777064,0,Damn as soon as i walk out of VRSE jove and luis walk in! Freaking sucks! 
1365038,4,Making pesto pasta tonight! MMM. 
1289295,4,"@mydefposse aha thanks, I remembered them "
496827,0,"finally checking twitter, jealous of those who can celebrate Calvin 500 in Geneva "
1088201,4,Chilling with my favorite boy.  me love him long time
961370,4,"@mohdabdurraafay oh now i understand, you mean phone panel? I like Brown.. blue is good as well.. and so is black! I really cant decide! "
984517,4,@danielbowen Loving your tweet  updates to your blog. Means I remember to go &amp; read. 
402539,0,Mgmt- kids= the saddest music video ever! 
346407,0,oh please help me! my bio teach just added more things to our study guide 
899355,4,"@nagham No worries, as long as you're happy  We're planing to get a closed hall for the yoga next time, any ideas ? "
36541,0,Why was it so incredibly hot last night? 
1054758,4,@drewryanscott you are truly an amazing guy! your blog made me cryy &amp; your songs are just so meaningfull  ! thanks for all that you do &lt;3
169455,0,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks. 
1062655,4,@sondjata Thanks! I'm so proud I can't stop smiling. 
1277410,4,@TheRealJordin good night to you...here the day is just starting 
1320447,4,@BMolko hahah my mind went straigh to the gutter on that one!  Have a lovely semi....day off that is.... 
726146,0,I feel old for some reason 
1469893,4,man the feelin of sum1 bein jealous cos u is goin go t sum1 ur gonna kiss is amaazin. . jst proves tha person likes u  xx
1419001,4,Cleaning mi casa and listening 2 the hillsong &quot;this is our God&quot; dvd.  In a happy place 
1185036,4,"change of plan, Italy it is "
547177,0,@drdave427 Ah man!!  Sorry we aren't going to be able to come and help!  
1070738,4,@ktbeeper  Yep. Sent you @iiKrisii 's data as well. And I have set up a Chuck Me Europe group!!!! 
1225287,4,New weather forecast service at http://bit.ly/1dxFLG  - the best weather in #Norway thanx to YR 
644210,0,@amyclarke_uk So are we 
87926,0,Back from a very wet Tennesee. Only got 3 of our 4 rounds in 
550078,0,@nicholasbraun WTF! ur NOT in PP anymore  ur the reason I watched it.
1239620,4,Oh I'm always up for a sweet treat 
326501,0,@dannymcfly twitter is blocking me and you ignoring me. and it's not fair  do you hate israel? plz answear?
572472,0,@thisiswilson I called his 'house'. He was out. 
257367,0,@aspieteach Awww. Poor lil' pup! 
53080,0,"@mrigali Now that I see it in action, I don't understand how CA mismanages theirs so badly. "
280204,0,OMG!! I feel like crap right now!! Must have food &amp; medicine then sleep 
1132325,4,@JBnVFCLover786 haha i know 
107203,0,saw moraa!  but is dreading a study filld term 
569437,0,CNN : Twitter is being used as a  tool for violence in Iran. Haaaayyy 
625154,0,"@realjohngreen Do you know when Paper Towns will be published in the UK? I was watching BlogTV, but I lost internet connection "
1193591,4,Maria wins again 
934593,4,@andreadelrayo you belong with me(8) aw amo esa cancion 
747907,0,I have the cold 
855696,4,Making croissants and butter sponge for ginger bread men 
1087792,4,good night twitter people 
1426433,4,At the house of my best friend.  &lt;333 Dsp was fine. But.. Who is Simon ? xDDD &lt;333
1308643,4,@Courtnsnack Absolutely! I will e-mail it to you for sure!  Thanks!
766727,0,I have to go to garfield today  am a lil bord.....i have ti take the bus too...
168801,0,at work doing website stuff with a slight fever and tiny headache 
411060,0,@greggarbo http://twitpic.com/6sjsn - GARBO i cant see the pic  still love u though
821347,4,"Grab your ticket, come get wit itn TRANS DF EXPRESS, TRANS DF EXPRESS! Shheeeeitt I should be a DJ! "
1204791,4,@luvyoganamaste True! Great night for Red Wing hockey 
434941,0,Just hit a big jam on the M6 
52563,0,@T0y_T0y I don't know! I'm pissed I have 2 get a new 1 now &amp; I think they R over priced 4 what they R! 
61284,0,"is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand "
1508331,4,@EmilyOsment Never knew your mum was a teacher haha mine is too 
645371,0,is suffering from MAJOR insomnia.  
